,C061129A1-SR-C1,C060112A1-SR-C1,C060202A4-SR-C1,C061128A3-SR-C1,C060116A4-SR-C1,C060116A1-SR-C1,C061128A1-SR-C1,C061128A4-SR-C1,C061121A1-SR-C1,C061208A2-SR-C1,C060112A6-SR-C1,C061208A3-SR-C1,C060116A6-SR-C1,C060202A2-SR-C1,C060112A4-SR-C1,C070109A4-C1,C060209A3-SR-C1,C060114A6-SR-C1,C060116A7-SR-C1,C060109A1-SR-C1,C080501B2-SR-C1,C060112A7-SR-C1,C061129A3-SR-C1,C060109A3-SR-C1,C060114A5-SR-C1,C060110A2-SR-C1,C060114A7-SR-C1,C060110A3-SR-C1,C060109A2-SR-C1,C060116A3-SR-C1,C061128B1-SR-C1,C060114A4-SR-C1,C061128B2-SR-C1,C060112A3-SR-C1,C060202A1-SR-C1,C061208B2-SR-C1,C080501A5-SR-C1,C061128A5-SR-C1,C061208B1-SR-C1,C060110A5-SR-C1,C060114A2-SR-C1,C060202A6-SR-C1,C060202A5-SR-C1,C060116A5-SR-C1
Step_150.soma.v.inv_fifth_ISI,0.6523,4.3044,7.2676,2.2773,2.6413,5.7242,5.5302,0.0,7.9807,6.2567,7.3094,5.9666,7.687,3.8277,3.2764,4.0254,0.3766,0.0,4.277,4.2848,4.538,3.1483,5.3382,3.0383,0.0,5.5727,3.8164,5.179,1.9084,4.9568,7.6917,1.3617,7.5715,3.642,1.102,5.0852,8.9527,7.3519,5.8653,5.9918,0.845,4.5529,3.3767,6.5502
Step_150.soma.v.inv_last_ISI,1.0877,4.7497,7.5717,2.6073,4.583,6.0773,6.0234,0.7186,7.9722,6.652,7.3256,6.2486,8.3303,4.2127,3.8479,4.711,1.6344,0.7943,4.2404,4.5475,5.1822,3.5585,5.5204,3.1789,1.4165,6.3387,3.8496,3.7997,1.6461,4.0048,8.3025,2.4734,8.1541,3.7355,2.2809,5.6673,8.8375,7.7025,6.6957,6.5974,2.5737,4.9587,3.7513,6.1998
Step_150.soma.v.AP_amplitude,88.7074,65.551,66.4932,65.4038,79.8636,76.9413,68.2876,76.0107,69.7568,60.663,71.8632,63.46,58.2621,67.2518,72.3939,60.507,61.2519,83.2208,72.9148,79.4601,67.7474,77.0419,78.113,71.7885,75.1033,78.0477,67.5357,72.0747,82.9945,72.0024,64.0601,72.4227,64.7017,70.2383,62.8662,55.6144,72.7189,64.7071,60.5372,77.6124,74.7913,64.6798,57.8302,64.6819
Step_150.soma.v.AP1_amp,105.1125,93.7669,101.8653,105.6233,83.3131,82.8581,103.7508,77.0831,77.8298,101.4116,102.7644,99.233,98.2806,86.8008,75.5375,102.3017,61.5843,83.5144,80.2409,80.5231,70.0102,80.6404,81.7809,69.7837,78.8829,80.9038,86.7669,101.0106,84.54,79.945,71.1752,77.0188,98.8661,71.0781,69.7247,92.058,76.4144,69.2552,100.4706,80.8478,77.7413,66.5108,90.6794,99.3069
Step_150.soma.v.APlast_amp,79.4255,61.4188,62.1548,55.5652,77.8006,74.6069,63.1926,74.9383,67.022,55.4577,65.38,58.105,54.875,62.4398,69.9503,53.7742,60.5333,83.6412,70.7466,78.9256,66.0755,74.5475,75.8992,72.1825,70.71,76.6662,62.2388,67.3087,83.0031,65.7994,61.1816,70.1596,61.4716,70.7719,59.4977,50.4618,72.1152,63.4973,54.8422,75.5153,72.7169,62.7939,50.0645,59.9506
Step_150.soma.v.AP_duration_half_width,1.7397,0.9857,1.1303,1.1147,1.2555,1.0091,1.3228,1.1437,1.4956,1.1043,1.4261,1.0342,1.1765,1.2614,1.2729,1.015,0.8885,1.5667,1.2398,1.1659,1.1198,1.3439,1.2137,1.02,1.1378,1.0418,0.8021,1.3345,1.3048,1.2274,1.1768,1.3653,1.1648,1.0542,1.2594,0.8762,1.2319,1.0211,0.9224,1.2515,1.4062,1.2868,0.8353,1.091
Step_150.soma.v.AHP_depth,17.901,19.9344,19.0015,27.5755,14.8422,19.4903,25.8989,18.443,23.5293,21.149,25.7884,19.7375,21.4699,15.2654,18.8862,26.131,13.1517,20.9691,18.5121,10.2004,17.4737,17.2399,20.2261,12.6142,19.2047,15.4917,17.85,21.8485,16.2226,23.0117,22.4413,17.5106,19.7466,15.7364,16.2458,19.4262,14.9726,25.3092,21.4926,14.4338,15.9762,14.7387,23.9324,21.6146
Step_150.soma.v.fast_AHP,-6.2496,5.6914,13.4229,2.4968,14.9496,13.6988,8.6961,9.5308,14.1441,10.0646,13.5471,10.7877,11.2719,13.0941,14.0191,8.2519,16.6533,6.7919,12.2063,14.4049,15.7394,14.7294,13.8199,16.9913,11.7402,11.2349,12.8463,8.0477,13.3311,12.7237,13.5701,13.8774,9.9903,14.9524,14.806,10.3793,11.9306,9.6984,11.9584,11.4564,11.7356,14.3305,5.723,8.5371
Step_150.soma.v.AHP_time_from_peak,27.3444,23.0045,23.3167,24.6498,29.2491,24.2466,24.429,23.9,20.1241,27.2251,20.7145,22.4535,21.6783,25.007,28.4773,28.0561,29.3968,10.3,14.4055,32.7417,31.4862,27.8351,29.6529,32.8333,25.9556,24.6143,24.9806,20.5487,34.0976,21.6718,22.6792,25.255,24.6845,22.4875,26.7629,24.4037,23.4309,21.9184,25.5634,28.6641,26.9464,28.6708,31.3262,24.3437
Step_150.soma.v.steady_state_voltage,-87.4308,-85.3049,-87.6108,-85.4961,-85.7138,-84.4676,-84.8192,-84.4039,-85.9279,-83.47,-84.7343,-83.1696,-85.3201,-85.5748,-85.6028,-87.3681,-87.4356,-87.6334,-85.7153,-86.6396,-84.2767,-83.6752,-85.6889,-87.4667,-85.0241,-88.8915,-85.4146,-86.1488,-88.2323,-85.2252,-85.0454,-85.8376,-85.8042,-86.6743,-84.8905,-83.3045,-84.2011,-85.2816,-84.0771,-84.1814,-85.7511,-85.7647,-86.6937,-86.5634
Step_150.soma.v.decay_time_constant_after_stim,9.2364,9.8386,8.5374,11.0247,13.7041,13.0067,9.0992,19.1329,9.6369,14.2422,12.2248,15.7236,10.8132,12.0413,15.6797,12.8527,19.5684,13.6843,13.7699,15.1993,14.8249,16.957,11.6275,10.174,17.1619,8.1657,14.6244,9.9631,8.6543,11.8544,11.0351,14.2261,7.098,10.4703,14.9556,15.2529,9.2206,10.8888,11.9322,9.1555,13.9873,13.571,12.6331,8.2797
Step_150.soma.v.voltage_base,-83.3934,-82.1757,-83.8527,-83.0617,-83.4757,-82.2723,-81.7233,-83.6348,-82.1369,-81.8004,-81.6098,-82.4812,-82.9351,-83.7811,-83.1956,-83.0611,-84.9972,-84.2154,-82.4569,-85.3866,-82.8966,-81.4672,-82.9888,-84.691,-83.3024,-85.455,-83.2484,-83.5614,-84.4777,-83.0808,-81.9356,-83.3576,-82.3599,-83.2755,-83.3333,-82.7286,-83.1833,-82.3636,-81.828,-81.5692,-83.4471,-84.1333,-84.7728,-83.92
Step_150.soma.v.voltage_after_stim,-87.8709,-87.311,-88.4656,-87.3351,-87.3945,-86.0056,-85.8599,-86.7581,-87.0083,-85.5265,-87.0089,-85.2446,-87.0592,-86.7239,-87.9694,-90.4647,-90.5482,-89.6996,-87.9547,-88.1391,-86.0149,-85.9098,-86.6633,-88.6839,-88.0572,-89.8365,-87.7938,-88.237,-89.0457,-86.66,-86.4046,-88.2654,-85.9282,-88.2557,-86.7298,-85.4903,-84.7153,-86.5354,-86.4035,-85.1319,-88.6336,-87.0525,-88.5921,-87.2615
Step_150.soma.v.AP2_AP1_peak_diff,6.9825,8.645,4.9447,5.7259,3.2037,3.9494,4.8639,-0.3021,1.9981,3.3708,-1.1938,4.7667,8.4006,4.873,2.5097,6.2819,3.4821,4.0544,5.3325,4.6231,2.98,1.2762,4.1017,5.0613,2.6237,4.6337,3.4031,8.5162,2.86,3.5813,5.7823,1.7121,5.567,4.0069,1.3191,6.0719,2.5158,2.9275,3.4147,3.4172,3.1494,2.1627,4.4816,10.1625
Step_150.soma.v.time_to_second_spike,935.56,116.75,112.4375,154.4375,182.4,133.45,82.1444,992.7667,109.525,150.35,68.0,154.8125,95.65,177.0875,196.975,154.7625,494.6778,463.0,172.05,206.75,191.5375,252.7333,183.5375,236.5,170.6667,96.3,159.75,72.5,478.5,101.6,113.6571,322.1667,97.5857,129.35,214.3625,152.42,114.0875,117.6625,137.275,124.225,172.15,204.7,348.825,84.25
Step_150.soma.v.number_initial_spikes,1.1429,,,1.875,,,2.3333,,,,2.5,,,,1.5,1.75,1.1111,1.5,1.75,1.5,1.5,1.3333,1.625,,1.6667,,,2.5,,,,1.3333,2.2857,,1.5,,2.375,2.125,,,,1.375,1.125,2.5
Step_150.soma.v.AP_duration,20.4325,4.2738,3.2657,6.1154,2.7518,2.1697,3.4766,2.4,2.3061,4.8043,3.1048,5.0119,3.2721,4.4539,2.4469,5.3949,1.5431,3.35,2.9222,2.4674,2.33,2.761,2.5529,1.9717,2.2067,2.1464,3.7076,4.5857,2.8214,2.4968,2.1271,2.5122,3.0938,1.9833,2.8031,4.8355,2.4308,1.7372,4.1957,2.4724,2.55,2.2634,7.5546,3.6993
Step_150.soma.v.spike_half_width,2.0478,2.5037,2.5561,2.6096,1.5343,1.5241,2.4261,1.8229,2.7801,2.0749,2.9595,1.9474,2.3297,2.0649,1.9473,3.6129,3.1791,1.9412,2.3222,1.516,1.6016,2.0434,1.4614,1.9609,2.2163,1.6958,3.0967,1.9722,1.495,1.951,2.5638,2.1197,2.058,2.4912,2.2901,4.5649,1.5983,2.6083,3.1167,1.8002,2.1417,2.0845,2.5782,2.0423
Step_160.soma.v.AP_height,17.8993,9.1306,14.7962,12.137,25.098,28.8296,20.4782,21.9104,23.9705,9.8406,29.8744,10.9086,8.0687,12.2976,21.6813,11.964,6.1082,27.9345,21.3342,18.3513,17.6981,26.5964,28.1917,16.9596,23.0068,19.3966,13.6678,18.9825,28.655,23.2578,17.7632,19.9618,11.6039,17.6557,10.3911,2.9373,16.1492,16.5456,11.4862,24.0326,18.2944,9.3082,3.0531,11.2377
Step_160.soma.v.AHP_slow_time,0.1358,0.1583,0.2308,0.1824,0.2166,0.1855,0.2654,0.0957,0.2223,0.2843,0.1864,0.2346,0.2078,0.1897,0.2008,0.2344,0.0968,0.0524,0.0988,0.2638,0.3359,0.2287,0.2963,0.2104,0.0903,0.2058,0.1579,0.1247,0.1665,0.1777,0.2525,0.0863,0.3141,0.1264,0.0885,0.2315,0.2993,0.3107,0.2385,0.2299,0.1422,0.2901,0.2697,0.2193
Step_160.soma.v.ISI_CV,0.1881,0.2751,0.0479,0.4134,0.1531,0.2272,0.1105,0.5856,0.0471,0.0593,0.0767,0.0624,0.1208,0.1979,0.1397,0.1313,0.387,0.2239,0.1837,0.0598,0.0354,0.0582,0.0398,0.0576,0.4926,0.1372,0.1076,0.4795,0.1699,0.2802,0.0397,0.2702,0.0465,0.2866,,0.0464,0.04,0.0629,0.0724,0.2852,0.2754,0.0588,0.1601,0.3277
Step_160.soma.v.doublet_ISI,335.4,94.6,68.675,82.325,83.9,78.8,37.0111,671.8,63.0875,102.575,45.1,88.2778,75.5,125.08,121.3,82.75,262.1875,72.35,103.25,128.15,107.25,111.4,110.7667,136.25,101.15,76.05,69.15,52.95,129.5,47.1,64.9667,91.0,59.3667,101.45,133.6,88.175,74.775,62.22,74.88,82.1,67.55,131.35,158.17,62.5
Step_160.soma.v.adaptation_index2,-0.0308,0.0537,0.0001,0.0264,0.0111,0.0204,0.0038,0.0071,-0.0021,0.0028,0.004,0.0057,0.0056,0.0289,0.025,-0.0602,0.167,0.1102,0.0358,0.0098,-0.0016,-0.001,-0.0034,0.0078,0.2656,0.0073,0.0087,0.0966,0.0211,0.0124,-0.0006,-0.0871,-0.0009,0.085,,0.0021,0.0023,-0.0053,0.0045,0.0096,0.1077,0.0076,-0.0194,0.0221
Step_160.soma.v.mean_frequency,3.8617,5.2864,9.4401,4.2216,6.2485,6.6509,8.0911,5.0756,9.9643,7.524,8.0608,7.9177,8.077,5.3597,5.0792,6.1372,3.1212,3.0887,4.213,6.3432,6.8546,4.9606,7.4363,6.2307,3.1861,6.6084,6.0241,4.8519,4.3787,7.5816,9.8235,3.5455,9.9281,4.6654,3.1808,6.7678,10.9557,9.6332,7.7285,6.7158,4.4637,6.4462,5.5097,6.3878
Step_160.soma.v.AHP_depth_abs_slow,-67.3815,-63.5305,-64.2244,-57.5865,-68.5459,-63.1161,-56.2258,-68.4655,-58.1389,-61.048,-56.2702,-62.7971,-62.191,-68.9175,-65.0733,-57.1942,-73.1373,-68.226,-67.4514,-75.3403,-65.3904,-66.1559,-62.7014,-71.3331,-65.6171,-70.894,-65.6291,-62.5736,-69.2341,-59.1922,-59.2456,-66.4543,-62.1561,-68.129,-68.1598,-64.4128,-67.571,-57.3891,-59.8993,-67.4565,-68.0231,-69.7979,-62.4339,-63.7278
Step_160.soma.v.AP_width,2.7751,2.8077,3.2991,3.6557,2.1325,2.1967,4.5276,2.901,4.5577,2.5347,5.1637,2.3076,2.7046,2.3746,2.7722,5.0132,3.0693,2.94,2.9367,1.6893,2.0619,3.0837,2.3157,2.2091,3.23,1.9643,3.8208,2.5506,2.0918,3.2489,3.9461,2.9625,2.5311,2.8708,2.5,3.1251,1.91,3.9486,4.2053,2.3471,2.7491,2.2347,2.8768,2.4062
Step_160.soma.v.time_to_first_spike,25.1857,22.15,17.7,24.225,24.75,21.85,17.4333,40.9375,16.1125,36.45,22.9,34.0111,20.15,26.92,32.5,28.9375,46.075,21.9,25.0,26.0,30.3,49.0,25.0778,25.65,30.6,20.25,29.5,19.55,23.25,17.65,21.1333,25.15,16.5444,27.9,31.0,34.7875,20.125,22.56,28.86,18.25,25.55,36.5625,29.38,21.75
Step_160.soma.v.AHP_depth_abs,-65.2157,-62.2413,-63.8728,-55.0496,-67.4758,-62.1962,-55.2041,-65.1825,-57.7442,-60.3066,-55.8214,-62.0883,-61.4652,-67.913,-63.9784,-55.7415,-71.797,-63.9177,-64.2123,-74.3974,-63.7034,-64.151,-61.5396,-69.7168,-63.9435,-69.9633,-64.8823,-61.7129,-67.7876,-58.735,-58.8157,-65.3516,-61.4055,-67.5391,-66.9651,-62.7874,-67.2309,-56.5562,-59.4078,-66.5055,-66.4393,-68.3647,-60.6299,-62.3054
Step_160.soma.v.ISI_log_slope,-0.1021,0.2812,-0.006,0.2052,0.0648,0.1946,0.0542,0.0246,-0.0203,0.0139,0.0231,0.0562,0.0763,0.1689,0.0654,-0.1913,0.5668,0.4035,0.1573,0.0497,-0.0109,0.0098,-0.0328,0.0598,1.0767,0.0708,0.0896,0.4968,0.1388,0.1807,-0.0029,-0.2097,-0.0236,0.3762,,0.0187,0.0238,-0.0438,0.0337,0.1643,0.4937,0.0561,-0.1474,0.1786
Step_160.soma.v.ISI_log_slope_skip,-0.2537,-0.1564,-0.0247,-0.0695,0.0182,0.136,0.0205,0.0246,-0.0216,-0.0287,-0.0222,0.0248,0.0248,0.1304,0.0412,-0.213,0.4746,0.4035,-0.0792,0.0056,-0.0231,0.0019,-0.0388,0.0381,1.0767,0.005,0.0404,0.2379,0.1399,0.0983,-0.0097,-0.3654,-0.0355,0.163,,-0.004,0.0127,-0.0212,-0.0102,0.1325,0.1229,0.0234,-0.0688,0.0147
Step_160.soma.v.time_to_last_spike,1813.5286,1840.25,1947.475,1864.5625,1929.1,1869.5,1949.7556,1182.275,1957.2375,1917.225,1919.15,1932.2556,1910.4,1936.58,1967.4,1816.55,1387.1125,1623.15,1904.55,1883.0,1915.6,1920.5,1940.6111,1927.75,1572.5,1964.35,1992.15,1945.05,1796.25,1893.9,1943.1778,1653.35,1946.1333,1913.5,1386.85,1902.2,1962.35,1949.56,1941.82,1926.15,1920.75,1940.075,1899.36,1960.0
Step_160.soma.v.inv_time_to_first_spike,40.1994,45.5761,56.6253,41.9925,40.4412,45.836,57.9459,24.6684,62.161,27.7144,44.3798,29.9851,49.9628,37.4101,30.8349,34.8004,21.9042,45.6773,40.0641,38.5185,33.1135,20.4956,40.3055,39.0649,32.722,49.3902,33.9862,51.2263,43.0556,56.7342,47.5986,39.788,60.9533,35.8497,32.4692,28.8879,51.0677,44.5971,35.1045,56.8253,39.1427,27.4428,34.2414,46.1294
Step_160.soma.v.inv_first_ISI,5.9613,10.9279,14.7256,17.893,12.0311,12.7199,28.1974,2.9971,16.1871,9.9946,22.427,12.1495,13.262,8.0723,8.2446,12.7361,4.3078,13.9395,9.7724,7.8056,9.568,9.9536,9.9191,7.3559,10.1968,13.1528,14.7797,19.0082,7.7254,21.233,15.7452,10.9893,17.5076,9.8923,7.5264,11.6704,13.9211,17.0628,13.6597,12.5951,14.815,7.6584,6.5046,16.0256
Step_160.soma.v.inv_second_ISI,3.3466,6.2988,9.0621,5.193,6.2515,8.1035,8.5041,0.8685,9.0983,7.5319,8.4647,8.3496,8.6474,5.8482,4.7263,5.5708,2.3168,2.6065,4.5527,6.3844,6.3506,4.3674,6.7313,6.2187,4.7349,7.124,6.3444,7.8241,4.0882,9.5772,9.3304,3.348,9.2652,5.2872,2.8613,6.5649,11.1119,8.0099,8.2398,7.0007,5.9628,6.6601,4.3042,8.044
Step_160.soma.v.inv_third_ISI,2.7059,4.5184,8.8975,4.2038,5.8638,7.3006,7.981,0.5761,9.2287,7.0237,7.3418,7.9526,7.9821,5.4469,4.5214,5.512,1.4654,1.9961,3.1163,5.7169,6.1527,4.3817,6.5389,5.997,1.769,6.6279,5.7222,5.198,3.8787,8.754,9.1999,2.5026,9.0159,4.2514,1.0661,6.208,10.7932,8.4852,7.3987,6.6575,3.6835,6.2388,4.6587,7.3655
Step_160.soma.v.inv_fourth_ISI,2.9015,4.5717,8.6613,3.0084,5.417,6.2108,7.4878,0.0,9.1433,6.5904,6.893,7.5477,7.3182,5.03,4.1477,4.9401,0.7974,1.6548,3.5096,5.5423,6.1333,4.3572,6.5818,5.646,1.5255,5.3171,5.1608,3.946,3.8126,7.2524,9.2926,1.3231,8.8871,4.1482,1.2407,6.0674,10.6769,8.9057,6.9733,6.5542,3.6143,5.8394,5.0816,4.6576
Step_160.soma.v.inv_fifth_ISI,3.1441,4.3044,8.6286,3.5323,5.5437,6.221,7.2475,0.0,9.2759,6.6894,7.3094,7.3309,7.687,4.1664,4.73,5.02,0.9251,0.0,2.9411,5.9128,6.025,4.1723,6.7091,5.6124,0.0,5.5727,5.436,5.179,2.5419,6.7281,9.0763,2.0425,8.8674,3.642,1.9179,5.915,10.5945,8.827,6.9432,6.0332,2.9279,5.9453,5.097,6.5502
Step_160.soma.v.inv_last_ISI,3.7402,4.7497,9.1612,3.7012,5.6166,5.7668,7.7655,1.3925,9.7793,7.3241,7.3256,7.3792,8.3303,4.3179,3.9592,5.6038,2.0071,1.6548,3.6449,5.6491,6.5769,4.4091,7.2202,5.5435,1.5255,6.3387,5.5021,3.7997,3.4995,8.1783,9.5291,2.9608,9.6708,3.7355,2.3707,6.2902,10.411,9.4935,7.3131,6.5632,3.1733,5.8775,5.3355,6.1998
Step_160.soma.v.AP_amplitude,74.4412,65.551,65.3709,62.9984,77.8689,77.8263,66.7505,73.3114,68.2748,60.1069,71.8632,62.3191,58.2621,66.6605,71.5098,59.2977,60.2207,81.7725,75.8485,79.4464,67.3716,76.5344,76.8979,74.1342,73.7588,78.0477,65.4164,72.0747,81.8376,70.2055,64.3746,71.1238,63.832,70.2383,64.7955,55.3462,72.2501,64.0768,58.7888,79.5139,73.5683,63.96,53.9594,64.6819
Step_160.soma.v.AP1_amp,104.9504,93.7669,101.9541,105.7853,83.9481,83.3163,100.4017,76.8755,82.4328,101.4183,102.7644,98.1263,98.2806,91.813,76.2887,102.3627,60.4431,84.12,90.6775,81.2406,73.6977,80.61,81.6274,100.2763,78.89,80.9038,86.1325,101.0106,85.3419,94.2625,90.6246,76.9638,98.9783,71.0781,81.6563,92.0525,79.3119,79.3429,99.434,83.3619,76.6494,65.3591,90.4199,99.3069
Step_160.soma.v.APlast_amp,66.2516,61.4188,61.262,54.4372,75.385,74.9469,62.5025,70.2423,65.8237,55.0598,65.38,56.9726,54.875,61.1467,68.8387,53.015,59.3394,79.4538,72.4369,79.7937,65.7786,73.8144,74.7665,71.7381,68.1075,76.6662,62.0294,67.3087,80.775,64.525,60.3746,68.3294,60.6224,70.7719,59.0631,50.8109,71.7241,62.2026,53.9995,77.9212,70.7,62.0288,49.2997,59.9506
Step_160.soma.v.AP_duration_half_width,1.2824,0.9857,1.2196,0.9672,1.095,1.275,1.229,1.4187,1.3101,1.0783,1.4261,1.1149,1.1765,1.2403,1.1958,0.9701,0.8399,1.35,1.38,1.4029,1.2209,1.2444,1.2352,1.2657,1.29,1.0418,0.7045,1.3345,1.3773,1.2747,1.1713,1.4187,1.1608,1.0542,1.3167,0.8677,1.2303,1.0609,0.9008,1.2781,0.9758,1.0949,0.8077,1.091
Step_160.soma.v.AHP_depth,17.9933,19.9344,19.9285,27.9385,15.9916,20.2185,26.2912,18.233,24.3995,21.4251,25.7884,20.4132,21.4699,15.7409,19.1644,26.9279,13.5652,19.9461,18.22,10.9126,18.8574,17.367,21.2256,14.7782,19.3984,15.4917,18.2341,21.8485,16.8016,24.1169,23.0442,17.6726,20.8541,15.7364,17.2521,19.6549,15.4946,25.7567,22.0853,15.0831,17.0782,15.7239,23.9551,21.6146
Step_160.soma.v.fast_AHP,8.6738,5.6914,13.1275,4.061,14.5664,13.036,8.8947,11.7931,13.424,9.9719,13.5471,10.6778,11.2719,13.0961,14.0172,8.3531,16.8915,9.1345,9.698,13.2685,14.0255,14.1373,12.8287,12.1247,12.1728,11.2349,12.8687,8.0477,14.1678,11.5828,12.1646,13.7605,9.1578,14.9524,10.9292,10.3785,11.1487,8.9935,12.0131,10.8811,10.7944,13.6632,9.6814,8.5371
Step_160.soma.v.AHP_time_from_peak,27.1667,23.0045,21.9986,24.4131,25.7452,22.3583,22.6292,26.9271,19.348,26.5164,20.7145,21.2509,21.6783,24.3893,27.9108,27.0593,28.8193,11.72,14.0617,29.1871,28.1439,25.5562,27.035,26.5455,25.9,24.6143,22.6667,20.5487,30.5655,19.4695,21.8441,25.0375,24.6224,22.4875,27.5667,23.5931,22.5608,21.2249,24.7764,26.618,24.6536,27.3162,30.1219,24.3437
Step_160.soma.v.steady_state_voltage,-87.0814,-85.3049,-87.6894,-85.4276,-86.0078,-84.3039,-84.5083,-84.118,-85.9734,-83.5408,-84.7343,-83.4859,-85.3201,-85.8201,-85.9866,-87.0044,-87.9675,-87.6563,-86.243,-87.7785,-83.9481,-83.5923,-85.5481,-87.6809,-85.3038,-88.8915,-85.0398,-86.1488,-88.23,-85.1326,-84.9783,-85.5229,-85.8222,-86.6743,-85.5066,-83.133,-83.8152,-84.9762,-83.8123,-85.223,-86.4683,-85.6944,-86.6055,-86.5634
Step_160.soma.v.decay_time_constant_after_stim,8.8656,9.8386,8.6085,10.5283,10.9528,13.6989,8.9933,18.1435,8.9851,13.3346,12.2248,13.8808,10.8132,10.2188,12.6165,13.0358,17.9152,12.5962,11.2806,10.3098,13.8158,18.2705,10.8947,7.0629,16.5251,8.1657,10.7846,9.9631,9.8704,11.8829,10.2685,13.7107,7.3045,10.4703,15.6245,14.8899,8.7501,10.4862,12.7732,7.5935,12.7405,12.9057,10.3631,8.2797
Step_160.soma.v.voltage_base,-83.209,-82.1757,-83.8012,-82.988,-83.4674,-82.4147,-81.4953,-83.4155,-82.1437,-81.7316,-81.6098,-82.5015,-82.9351,-83.6538,-83.1428,-82.6694,-85.3621,-83.8638,-82.4323,-85.31,-82.5608,-81.518,-82.7653,-84.495,-83.3419,-85.455,-83.1164,-83.5614,-84.5893,-82.8519,-81.8599,-83.0242,-82.2596,-83.2755,-84.2172,-82.4423,-82.7255,-82.3128,-81.4931,-81.5886,-83.5175,-84.0886,-84.585,-83.92
Step_160.soma.v.voltage_after_stim,-87.5265,-87.311,-88.7035,-87.1746,-87.1157,-86.1561,-85.634,-86.4366,-86.9294,-85.5086,-87.0089,-85.1667,-87.0592,-86.6635,-87.8441,-90.3355,-90.9962,-89.8035,-88.0261,-88.8164,-85.8699,-86.2062,-86.4668,-88.2413,-88.1927,-89.8365,-87.5772,-88.237,-89.3878,-87.0307,-86.3342,-87.9026,-86.0993,-88.2557,-87.7402,-85.2138,-84.4029,-86.6037,-85.7583,-85.9549,-88.2712,-87.1505,-88.2686,-87.2615
Step_160.soma.v.AP2_AP1_peak_diff,6.7254,8.645,5.1017,6.072,2.0131,5.6375,4.1694,-0.2911,1.7619,3.4741,-1.1938,6.3004,8.4006,5.5473,1.8875,6.7487,3.7716,3.3362,6.4187,3.5187,3.4894,2.3631,3.7706,5.4119,2.5419,4.6337,4.1544,8.5162,2.3281,5.4431,5.98,2.1569,5.3226,4.0069,3.395,6.787,2.3178,3.0091,4.4012,4.2369,3.7912,3.6558,5.2776,10.1625
Step_160.soma.v.time_to_second_spike,360.5857,116.75,86.375,106.55,108.65,100.65,54.4444,711.8714,79.2,139.025,68.0,122.2889,95.65,152.0,153.8,111.6875,308.2625,94.25,128.25,154.15,137.55,160.4,135.8444,161.9,131.75,96.3,98.65,72.5,152.75,64.75,86.1,116.15,75.9111,129.35,164.6,122.9625,94.9,84.78,103.74,100.35,93.1,167.9125,187.55,84.25
Step_160.soma.v.number_initial_spikes,1.4286,,2.5,2.125,,,2.8889,,2.625,,2.5,2.2222,,,,,1.125,,,,,,1.8889,,,,,2.5,,,2.6667,,2.6667,,,,2.75,2.4,2.2,,,,1.6,2.5
Step_160.soma.v.AP_duration,6.7829,4.2738,2.9312,4.7837,2.3521,2.7767,2.7334,2.6781,2.1387,4.4327,3.1048,4.2517,3.2721,4.2533,2.25,4.5317,1.4973,2.79,4.6033,2.8836,2.7233,2.4761,2.5447,4.3916,2.41,2.1464,2.5329,4.5857,2.9282,2.9444,2.5227,2.5375,2.7982,1.9833,4.6,4.0865,2.5016,2.0375,3.4115,2.5974,1.7932,1.9602,4.1969,3.6993
Step_160.soma.v.spike_half_width,2.2586,2.5037,2.668,2.6917,1.5789,1.5127,2.5524,2.1428,2.9387,2.0877,2.9595,1.9719,2.3297,2.1124,2.01,3.7347,3.2797,2.1387,2.3203,1.5389,1.6096,2.1368,1.4923,1.9622,2.3166,1.6958,3.2437,1.9722,1.5572,2.1785,2.7178,2.2201,2.0879,2.4912,2.296,4.9684,1.6134,2.7278,3.3078,1.804,2.2707,2.1138,2.6772,2.0423
Step_160.soma.v.spikerate_tau_jj,312.7969,105.1953,53.9849,65.3227,65.6944,125.2834,29.6261,,64.2294,87.1292,28.3924,111.4393,83.0553,199.3511,73.0455,44.788,221.5623,46.5138,94.8324,128.4516,61.5666,66.1067,150.6952,182.8867,114.5166,66.7739,57.5411,64.462,148.0594,58.6624,43.525,,157.097,121.2175,,58.4444,93.7151,138.5054,64.3938,102.3398,63.7297,191.0376,293.5285,67.1828
Step_160.soma.v.spikerate_drop,0.6257,0.3874,0.6322,0.2608,0.4706,0.4671,0.2672,,0.623,0.7274,0.3279,0.6334,0.5735,0.5749,0.5398,0.4465,0.5472,0.1305,0.3967,0.7281,0.6812,0.4847,0.7534,0.7348,0.1688,0.4678,0.3632,0.2011,0.4304,0.3542,0.6107,,0.5566,0.399,,0.5439,0.7476,0.5619,0.5511,0.436,0.2291,0.7747,0.8339,0.3884
Step_160.soma.v.spikerate_tau_log,133.0877,176.0707,32.5154,117.9505,99.2842,235.0998,33.4034,,60.3527,74.0182,52.6657,104.8344,131.9217,289.4991,171.8587,72.8024,342.8126,77.2652,101.1854,95.0996,64.4472,31.6738,122.4704,125.2418,86.4731,68.1758,60.9301,90.5863,74.8389,49.5516,43.2052,,49.046,81.9448,,43.7674,79.0175,110.3628,98.2055,60.1263,103.2337,164.3423,228.728,58.4489
